FRAGMENT	FPFMIN	FPSMIN	FPFMAX	FPSMAX	FPFAVG	FPSAVG
DNIAPMSPPWPWGF-UHFFFAOYSA-N~G1C794	1.00	0.00	1.00	0.00	1.00	0.00
RAHZWNYVWXNFOC-UHFFFAOYSA-N~G1C794	1.00	0.00	1.00	0.00	1.00	0.00
XXJWXESWEXIICW-UHFFFAOYSA-N~Q8RN03	0.33	0.67	0.33	0.67	0.33	0.67
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q8RN03	1.00	1.00	1.00	1.00	1.00	1.00
ISAKRJDGNUQOIC-UHFFFAOYSA-N~Q9BZX2	0.42	0.50	0.42	0.50	0.42	0.50
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q8RN03	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q8RN03	0.00	0.50	0.00	0.50	0.00	0.50
SNRUBQQJIBEYMU-UHFFFAOYSA-N~A5K4U6	0.31	0.56	0.56	0.88	0.45	0.75
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q313A9	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q313A9	1.00	0.00	1.00	0.00	1.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q51817	0.00	0.00	0.00	0.00	0.00	0.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9KAD1	1.00	0.00	1.00	0.00	1.00	0.00
XXJWXESWEXIICW-UHFFFAOYSA-N~Q9KAD1	0.00	0.00	1.00	0.00	0.33	0.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~Q9KAD1	1.00	0.00	1.00	0.00	1.00	0.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q9KAD1	1.00	0.00	1.00	0.00	1.00	0.00
WFSMVVDJSNMRAR-UHFFFAOYSA-N~P18895	1.00	0.00	1.00	1.00	1.00	0.33
WJVJBXHEMGVIMM-UHFFFAOYSA-N~P18895	0.00	0.00	1.00	1.00	0.71	0.50
YDXZRYZRBMQYBK-UHFFFAOYSA-N~P18895	0.00	0.00	0.25	0.50	0.03	0.08
HZAXFHJVJLSVMW-UHFFFAOYSA-N~P22102	0.75	1.00	0.75	1.00	0.75	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q05905	1.00	0.00	1.00	1.00	1.00	0.27
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~Q05905	0.00	0.00	1.00	1.00	0.67	0.10
CYZZKTRFOOKUMT-UHFFFAOYSA-N~P22102	0.67	0.89	0.67	0.89	0.67	0.89
QRTDTRCGZCHEER-UHFFFAOYSA-N~P0A9T2	0.07	0.00	0.57	0.67	0.27	0.19
QCHXLHKARBTJRC-UHFFFAOYSA-N~P0A9T2	0.00	0.00	0.50	0.50	0.06	0.15
LHCPRYRLDOSKHK-UHFFFAOYSA-N~Q06187	1.00	1.00	1.00	1.00	1.00	1.00
DOMXBIBBBIULRS-UHFFFAOYSA-N~P0A9T2	0.00	0.00	0.40	0.60	0.14	0.21
PKRTWUQHAOJXBO-UHFFFAOYSA-N~P0A9T2	0.07	0.00	0.50	0.50	0.24	0.16
NQRYJNQNLNOLGT-UHFFFAOYSA-N~Q06187	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P83597	1.00	0.00	1.00	0.00	1.00	0.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P61158	0.41	0.43	0.73	0.67	0.52	0.60
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P61160	0.09	0.27	0.32	0.60	0.21	0.46
RTZKZFJDLAIYFH-UHFFFAOYSA-N~P14894	0.00	0.00	1.00	1.00	0.80	0.80
LZDKZFUFMNSQCJ-UHFFFAOYSA-N~P14894	0.00	0.00	1.00	1.00	0.80	0.43
GVSNQMFKEPBIOY-UHFFFAOYSA-N~P14894	0.00	0.00	1.00	1.00	0.67	0.33
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~P14894	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~P14894	1.00	0.00	1.00	1.00	1.00	0.50
XXJWXESWEXIICW-UHFFFAOYSA-N~P14894	1.00	0.00	1.00	1.00	1.00	0.50
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q61301	1.00	1.00	1.00	1.00	1.00	1.00
OPTASPLRGRRNAP-UHFFFAOYSA-N~H6WFU3	0.29	0.60	1.00	1.00	0.57	0.80
MPCAJMNYNOGXPB-UHFFFAOYSA-N~A0A075B5G5	0.00	0.00	0.50	0.00	0.17	0.00
TVMXDCGIABBOFY-UHFFFAOYSA-N~A0A075B5G5	1.00	1.00	1.00	1.00	1.00	1.00
DPBLXKKOBLCELK-UHFFFAOYSA-N~P22734	0.00	0.00	0.50	0.67	0.08	0.11
ISAKRJDGNUQOIC-UHFFFAOYSA-N~H6WFU3	0.13	0.25	1.00	1.00	0.41	0.56
BVOBPNSQIRMLCA-UHFFFAOYSA-N~H6WFU3	0.00	0.07	1.00	1.00	0.24	0.32
SQOXZSRJWWMMCL-UHFFFAOYSA-N~P07359	1.00	1.00	1.00	1.00	1.00	1.00
NZYHOIVONUQSLS-UHFFFAOYSA-N~P07359	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~P07359	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~P07359	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P95128	0.00	0.00	0.00	0.00	0.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q32JJ2	0.00	0.00	0.00	0.33	0.00	0.11
IQLMNJFYNWPSST-UHFFFAOYSA-N~Q9ZTU2	0.22	0.25	1.00	1.00	0.60	0.68
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q9ZTU2	0.25	0.60	1.00	1.00	0.78	0.87
FFMZJRIUKRMUJN-UHFFFAOYSA-N~Q9ZTU2	0.47	0.56	1.00	1.00	0.75	0.85
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~A6LAN0	1.00	0.00	1.00	0.00	1.00	0.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q9ZTU2	1.00	0.00	1.00	1.00	1.00	0.78
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~A6LAN0	1.00	0.00	1.00	0.00	1.00	0.00
HORNXRXVQWOLPJ-UHFFFAOYSA-N~Q8KLP4	0.14	0.40	0.14	0.40	0.14	0.40
ZPQOPVIELGIULI-UHFFFAOYSA-N~Q8KLP4	0.00	0.67	0.00	0.67	0.00	0.67
LVZWSLJZHVFIQJ-UHFFFAOYSA-N~Q385E8	0.00	0.00	1.00	0.50	0.50	0.17
IKHGUXGNUITLKF-UHFFFAOYSA-N~O58562	1.00	1.00	1.00	1.00	1.00	1.00
PETRWTHZSKVLRE-UHFFFAOYSA-N~Q9ZTU2	0.44	0.80	0.88	1.00	0.59	0.90
RWQNBRDOKXIBIV-UHFFFAOYSA-N~H6WFU3	0.20	0.00	1.00	1.00	0.50	0.41
GFFGJBXGBJISGV-UHFFFAOYSA-N~P36999	0.67	0.50	0.67	0.50	0.67	0.50
QFHKFGOUFKUPNX-UHFFFAOYSA-N~D0QJ68	0.33	0.40	0.33	0.40	0.33	0.40
KBVSUNBCTPQWJL-UHFFFAOYSA-N~D0QJ68	0.00	0.00	1.00	1.00	0.23	0.20
HDEMQQHXNOJATE-UHFFFAOYSA-N~D0QJ68	0.00	0.00	0.00	0.00	0.00	0.00
QRTDTRCGZCHEER-UHFFFAOYSA-N~D0QJ68	0.00	0.17	0.33	0.75	0.14	0.37
PKRTWUQHAOJXBO-UHFFFAOYSA-N~D0QJ68	0.00	0.00	1.00	0.33	0.20	0.14
QCHXLHKARBTJRC-UHFFFAOYSA-N~D0QJ68	0.00	0.00	1.00	0.50	0.17	0.22
JTGKLBDOZYMAEA-UHFFFAOYSA-N~Q47066	0.60	0.67	0.60	0.67	0.60	0.67
DOMXBIBBBIULRS-UHFFFAOYSA-N~D0QJ68	0.00	0.00	0.00	0.33	0.00	0.19
VCYYRDKGHLOTQU-UHFFFAOYSA-N~D0QJ68	0.00	0.50	0.00	0.50	0.00	0.50
IKHGUXGNUITLKF-UHFFFAOYSA-N~D0QJ68	1.00	1.00	1.00	1.00	1.00	1.00
QRTDTRCGZCHEER-UHFFFAOYSA-N~O80066	0.00	0.00	0.00	0.00	0.00	0.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~D0QJ68	0.14	0.40	0.14	0.40	0.14	0.40
KKCGETPBTUWUHE-UHFFFAOYSA-N~D0QJ68	0.00	0.00	0.67	0.75	0.25	0.33
QCHXLHKARBTJRC-UHFFFAOYSA-N~O80066	0.00	0.00	0.00	0.00	0.00	0.00
PKRTWUQHAOJXBO-UHFFFAOYSA-N~O80066	0.00	0.00	0.00	0.00	0.00	0.00
DOMXBIBBBIULRS-UHFFFAOYSA-N~O80066	0.00	0.00	0.00	0.00	0.00	0.00
UYWQUFXKFGHYNT-UHFFFAOYSA-N~P97333	1.00	0.00	1.00	0.00	1.00	0.00
ITQTTZVARXURQS-UHFFFAOYSA-N~P30418	0.00	0.00	0.29	0.50	0.10	0.30
WVDDGKGOMKODPV-UHFFFAOYSA-N~P97333	1.00	0.00	1.00	0.00	1.00	0.00
ISAKRJDGNUQOIC-UHFFFAOYSA-N~Q3HTL7	0.78	1.00	0.78	1.00	0.78	1.00
YXFVVABEGXRONW-UHFFFAOYSA-N~P97333	1.00	0.00	1.00	0.00	1.00	0.00
CHZKSVHNCFVFKO-UHFFFAOYSA-N~Q3HTL7	1.00	0.00	1.00	0.00	1.00	0.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~Q3HTL7	0.78	0.75	0.78	0.75	0.78	0.75
CPBXCXKVAHMABX-UHFFFAOYSA-N~D0QJ68	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~D0QJ68	0.00	0.00	0.33	0.67	0.10	0.26
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q9LBG2	0.75	0.67	1.00	1.00	0.86	0.81
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q9LBG2	0.14	0.40	1.00	1.00	0.48	0.70
UXPVGJOKPUABJV-UHFFFAOYSA-N~Q5H4T8	0.00	0.00	1.00	1.00	0.20	0.44
BSABBBMNWQWLLU-UHFFFAOYSA-N~Q5H4T8	0.10	0.14	0.10	0.14	0.10	0.14
UYTPUPDQBNUYGX-UHFFFAOYSA-N~Q7XZV5	0.82	0.67	0.82	0.67	0.82	0.67
CYZZKTRFOOKUMT-UHFFFAOYSA-N~Q7XZV5	1.00	1.00	1.00	1.00	1.00	1.00
ATUOYWHBWRKTHZ-UHFFFAOYSA-N~I6T9U8	1.00	0.00	1.00	0.00	1.00	0.00
OFBQJSOFQDEBGM-UHFFFAOYSA-N~I6T9U8	0.00	0.00	0.00	0.00	0.00	0.00
VHLDUDJLFKAZEF-UHFFFAOYSA-N~I6T9U8	0.20	0.00	0.20	0.00	0.20	0.00
PCXDJQZLDDHMGX-UHFFFAOYSA-N~P30418	1.00	1.00	1.00	1.00	1.00	1.00
WEPNJTDVIIKRIK-UHFFFAOYSA-N~I6T9U8	0.00	0.00	0.00	0.00	0.00	0.00
HXLIOPFBVCGHSF-UHFFFAOYSA-N~I6T9U8	1.00	0.43	1.00	0.43	1.00	0.43
UXPVGJOKPUABJV-UHFFFAOYSA-N~P30418	0.33	0.67	0.33	0.67	0.33	0.67
GFFGJBXGBJISGV-UHFFFAOYSA-N~P30418	1.00	1.00	1.00	1.00	1.00	1.00
YUZOKOFJOOANSW-UHFFFAOYSA-N~P30418	0.71	0.80	0.71	0.80	0.71	0.80
HTLZVHNRZJPSMI-UHFFFAOYSA-N~Q14914	1.00	0.00	1.00	0.00	1.00	0.00
YBWLIIDAKFNRBL-UHFFFAOYSA-N~Q9H7Z6	1.00	1.00	1.00	1.00	1.00	1.00
SLVHIOYDKSBAGP-UHFFFAOYSA-N~Q9H7Z6	1.00	1.00	1.00	1.00	1.00	1.00
NQRYJNQNLNOLGT-UHFFFAOYSA-N~Q14914	0.00	0.50	0.00	0.50	0.00	0.50
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q14914	0.00	0.00	1.00	1.00	0.50	0.22
NJQRAAHKQQPUIT-UHFFFAOYSA-N~Q14914	0.20	0.20	1.00	1.00	0.48	0.38
ISWSIDIOOBJBQZ-UHFFFAOYSA-N~Q14914	0.00	0.25	0.00	0.25	0.00	0.25
VBKPPDYGFUZOAJ-UHFFFAOYSA-N~P0AB82	0.35	0.57	0.50	0.86	0.44	0.71
SXRSQZLOMIGNAQ-UHFFFAOYSA-N~P0AB82	0.12	0.75	0.50	1.00	0.28	0.83
TVMXDCGIABBOFY-UHFFFAOYSA-N~Q9I202	0.00	0.00	1.00	0.00	0.50	0.00
SMQUZDBALVYZAC-UHFFFAOYSA-N~Q86U86	0.50	0.40	0.50	0.40	0.50	0.40
YNAVUWVOSKDBBP-UHFFFAOYSA-N~P02754	0.60	0.75	0.80	1.00	0.72	0.83
NMILGIZTAZXMTM-UHFFFAOYSA-N~P02754	0.60	0.75	0.80	1.00	0.72	0.83
UHOVQNZJYSORNB-UHFFFAOYSA-N~P02754	0.60	0.75	0.80	1.00	0.72	0.83
JVSWJIKNEAIKJW-UHFFFAOYSA-N~P0A8X3	0.00	0.25	1.00	1.00	0.33	0.50
VHLDUDJLFKAZEF-UHFFFAOYSA-N~P0A8X3	1.00	0.80	1.00	1.00	1.00	0.87
OFBQJSOFQDEBGM-UHFFFAOYSA-N~P0A8X3	0.60	0.75	0.80	1.00	0.73	0.83
ISAKRJDGNUQOIC-UHFFFAOYSA-N~C9E261	0.50	1.00	1.00	1.00	0.67	1.00
NRNCQWQVCPBMII-UHFFFAOYSA-N~B1MIR1	0.40	0.75	1.00	1.00	0.74	0.89
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~B1MIR1	1.00	0.00	1.00	1.00	1.00	0.57
WFCSWCVEJLETKA-UHFFFAOYSA-N~B1MIR1	1.00	0.00	1.00	1.00	1.00	0.39
XTXSRNPFTNSIFY-UHFFFAOYSA-N~B1MIR1	1.00	1.00	1.00	1.00	1.00	1.00
YBWLIIDAKFNRBL-UHFFFAOYSA-N~A0R2B1	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~O86332	0.00	0.33	0.33	0.67	0.11	0.56
GLUUGHFHXGJENI-UHFFFAOYSA-N~B1MIR1	1.00	0.00	1.00	1.00	1.00	0.57
PCXDJQZLDDHMGX-UHFFFAOYSA-N~A0R2B1	0.00	0.00	1.00	0.50	0.33	0.33
ZOFRRNUENOHELM-UHFFFAOYSA-N~V5YM14	0.60	0.75	0.60	0.75	0.60	0.75
SLVHIOYDKSBAGP-UHFFFAOYSA-N~A0R2B1	0.25	0.50	0.33	0.50	0.28	0.50
WHUUTDBJXJRKMK-UHFFFAOYSA-N~V5YM14	0.77	0.67	0.77	0.67	0.77	0.67
JWEZZFQTYSYUAW-UHFFFAOYSA-N~V5YM14	0.56	0.56	0.56	0.56	0.56	0.56
KABXUUFDPUOJMW-UHFFFAOYSA-N~V5YM14	0.64	0.70	0.64	0.70	0.64	0.70
MPUUQNGXJSEWTF-UHFFFAOYSA-N~V5YM14	0.70	0.55	0.70	0.55	0.70	0.55
IKHGUXGNUITLKF-UHFFFAOYSA-N~C9E261	0.12	0.14	1.00	1.00	0.49	0.63
QTBSBXVTEAMEQO-UHFFFAOYSA-N~K4N2F7	0.00	0.50	1.00	1.00	0.25	0.67
IKHGUXGNUITLKF-UHFFFAOYSA-N~A8PUY5	0.00	0.00	1.00	1.00	0.54	0.07
SEPQTYODOKLVSB-UHFFFAOYSA-N~K4N2F7	0.00	0.50	0.50	1.00	0.18	0.67
IKHGUXGNUITLKF-UHFFFAOYSA-N~K4N2F7	0.00	0.50	1.00	1.00	0.17	0.67
YYPNJNDODFVZLE-UHFFFAOYSA-N~K4N2F7	0.25	0.50	1.00	1.00	0.60	0.58
SQOXZSRJWWMMCL-UHFFFAOYSA-N~A8PUY5	1.00	0.00	1.00	0.00	1.00	0.00
MXRBVRXQDKNIBH-UHFFFAOYSA-N~A8PUY5	0.00	0.00	1.00	0.33	0.50	0.06
VCYYRDKGHLOTQU-UHFFFAOYSA-N~A8PUY5	1.00	0.00	1.00	0.00	1.00	0.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~A8PUY5	1.00	0.00	1.00	0.00	1.00	0.00
WSMYVTOQOOLQHP-UHFFFAOYSA-N~A8PUY5	0.00	0.00	0.00	0.00	0.00	0.00
OAKURXIZZOAYBC-UHFFFAOYSA-N~A8PUY5	0.00	0.67	0.00	0.67	0.00	0.67
GFFGJBXGBJISGV-UHFFFAOYSA-N~F6KV61	0.44	1.00	0.79	1.00	0.60	1.00
RTZKZFJDLAIYFH-UHFFFAOYSA-N~A3MQ23	1.00	0.00	1.00	1.00	1.00	0.59
JZMUUSXQSKCZNO-UHFFFAOYSA-N~A0A010	0.33	0.50	0.33	0.50	0.33	0.50
RBOFGEFNFKNYQR-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
ZQDPJFUHLCOCRG-UHFFFAOYSA-N~Q03181	1.00	0.00	1.00	0.00	1.00	0.00
XXJWXESWEXIICW-UHFFFAOYSA-N~A3MQ23	1.00	0.00	1.00	1.00	1.00	0.44
GQQQKUIHXIZOCM-UHFFFAOYSA-N~Q03181	0.00	0.00	0.00	0.00	0.00	0.00
HQJNTQXLQVXCEK-UHFFFAOYSA-N~A0A010	0.11	0.20	0.11	0.20	0.11	0.20
QFHKFGOUFKUPNX-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
NJHDOZRKTCPDQE-UHFFFAOYSA-N~Q16820	0.00	1.00	1.00	1.00	0.33	1.00
PZLPHPNLSOFQMW-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
MKNWFSSJMJLXMF-UHFFFAOYSA-N~Q16820	0.67	1.00	1.00	1.00	0.78	1.00
NVJUHMXYKCUMQA-UHFFFAOYSA-N~P04578	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P46309	0.00	0.00	1.00	1.00	0.60	0.60
HDEMQQHXNOJATE-UHFFFAOYSA-N~P42592	0.28	0.38	0.47	0.80	0.36	0.56
AMIMRNSIRUDHCM-UHFFFAOYSA-N~Q03181	0.00	0.00	0.00	0.00	0.00	0.00
XTXSRNPFTNSIFY-UHFFFAOYSA-N~P52209	0.00	0.00	1.00	1.00	0.33	0.33
ODLMAHJVESYWTB-UHFFFAOYSA-N~Q03181	0.00	0.50	0.00	0.50	0.00	0.50
YNAVUWVOSKDBBP-UHFFFAOYSA-N~P52209	1.00	1.00	1.00	1.00	1.00	1.00
IKHGUXGNUITLKF-UHFFFAOYSA-N~P29422	0.00	0.20	0.33	0.50	0.15	0.34
UIUJIQZEACWQSV-UHFFFAOYSA-N~A0A0K0Q8K4	0.00	0.14	0.62	0.83	0.21	0.41
GFFGJBXGBJISGV-UHFFFAOYSA-N~O75897	0.65	0.71	0.65	0.71	0.65	0.71
PETRWTHZSKVLRE-UHFFFAOYSA-N~P00433	0.00	0.00	1.00	1.00	0.16	0.10
HXSWVNVCPFBXBF-UHFFFAOYSA-N~O75897	0.93	0.85	0.93	0.85	0.93	0.85
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q3SH04	1.00	0.00	1.00	1.00	1.00	0.40
PCSMJKASWLYICJ-UHFFFAOYSA-N~A0A0K0Q8K4	0.00	0.00	1.00	1.00	0.13	0.49
QTBSBXVTEAMEQO-UHFFFAOYSA-N~P00433	0.00	0.00	1.00	1.00	0.67	0.13
NZYHOIVONUQSLS-UHFFFAOYSA-N~Q70KY3	0.00	0.00	1.00	1.00	0.33	0.33
QFHKFGOUFKUPNX-UHFFFAOYSA-N~Q70KY3	1.00	1.00	1.00	1.00	1.00	1.00
MPCAJMNYNOGXPB-UHFFFAOYSA-N~Q7Z1F8	1.00	0.00	1.00	1.00	1.00	0.67
MKNWFSSJMJLXMF-UHFFFAOYSA-N~Q7Z1F8	1.00	0.00	1.00	1.00	1.00	0.67
QFHKFGOUFKUPNX-UHFFFAOYSA-N~Q7Z1F8	1.00	0.00	1.00	1.00	1.00	0.67
RBOFGEFNFKNYQR-UHFFFAOYSA-N~Q7Z1F8	1.00	1.00	1.00	1.00	1.00	1.00
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q16820	0.00	0.00	1.00	1.00	0.40	0.40
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q16820	1.00	0.00	1.00	1.00	1.00	0.48
NZYHOIVONUQSLS-UHFFFAOYSA-N~Q7Z1F8	1.00	0.00	1.00	1.00	1.00	0.67
DYBAQWLAKFCVBP-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
NJHDOZRKTCPDQE-UHFFFAOYSA-N~Q7Z1F8	1.00	1.00	1.00	1.00	1.00	1.00
PZLPHPNLSOFQMW-UHFFFAOYSA-N~Q7Z1F8	0.14	0.43	1.00	1.00	0.40	0.70
KBVSUNBCTPQWJL-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q16820	1.00	0.00	1.00	1.00	1.00	0.40
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
VCYYRDKGHLOTQU-UHFFFAOYSA-N~Q16820	1.00	1.00	1.00	1.00	1.00	1.00
GHASVSINZRGABV-UHFFFAOYSA-N~P66931	0.40	1.00	1.00	1.00	0.77	1.00
CZWARROQQFCFJB-UHFFFAOYSA-N~O04941	0.60	0.88	0.85	1.00	0.72	0.92
LYIIBVSRGJSHAV-UHFFFAOYSA-N~O04941	1.00	0.00	1.00	1.00	1.00	0.33
ITYGKPPQQWNASB-UHFFFAOYSA-N~O04941	0.30	0.25	0.50	0.83	0.40	0.46
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q3UH53	1.00	0.00	1.00	1.00	1.00	0.62
DHMQDGOQFOQNFH-UHFFFAOYSA-N~O04941	1.00	0.00	1.00	1.00	1.00	0.33
VCYYRDKGHLOTQU-UHFFFAOYSA-N~Q3UH53	1.00	0.00	1.00	1.00	1.00	0.40
SQOXZSRJWWMMCL-UHFFFAOYSA-N~Q3UH53	1.00	1.00	1.00	1.00	1.00	1.00
KBVSUNBCTPQWJL-UHFFFAOYSA-N~Q3UH53	0.00	0.67	0.00	0.67	0.00	0.67
MXRBVRXQDKNIBH-UHFFFAOYSA-N~Q3UH53	1.00	1.00	1.00	1.00	1.00	1.00
XLSCZYCIURNRFH-UHFFFAOYSA-N~Q3UH53	0.00	0.67	0.00	0.67	0.00	0.67
KTFIIPGBMUUNEO-UHFFFAOYSA-N~Q3UH53	1.00	0.00	1.00	1.00	1.00	0.54
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~A6L1M8	0.00	0.00	1.00	1.00	0.67	0.67
WXYQMZWCFSAKTA-UHFFFAOYSA-N~Q3UH53	1.00	1.00	1.00	1.00	1.00	1.00
ZNQVEEAIQZEUHB-UHFFFAOYSA-N~A6L1M8	1.00	0.00	1.00	0.00	1.00	0.00
NJQRAAHKQQPUIT-UHFFFAOYSA-N~B4EAU4	1.00	1.00	1.00	1.00	1.00	1.00
GFFGJBXGBJISGV-UHFFFAOYSA-N~B4EAU4	0.20	0.50	0.25	0.67	0.23	0.61
IQLMNJFYNWPSST-UHFFFAOYSA-N~P27395	0.58	0.50	0.58	0.50	0.58	0.50
FFMZJRIUKRMUJN-UHFFFAOYSA-N~P27395	1.00	0.80	1.00	0.80	1.00	0.80
ZHNUHDYFZUAESO-UHFFFAOYSA-N~P17597	1.00	0.00	1.00	0.00	1.00	0.00
GLUUGHFHXGJENI-UHFFFAOYSA-N~A3DJS9	0.00	0.00	0.00	0.00	0.00	0.00
NRNCQWQVCPBMII-UHFFFAOYSA-N~A3DJS9	0.09	0.00	0.09	0.00	0.09	0.00
XTXSRNPFTNSIFY-UHFFFAOYSA-N~A3DJS9	0.11	0.00	0.11	0.00	0.11	0.00
WFCSWCVEJLETKA-UHFFFAOYSA-N~A3DJS9	0.20	0.00	0.20	0.00	0.20	0.00
CSDSSGBPEUDDEE-UHFFFAOYSA-N~Q93009	0.00	0.50	0.00	0.50	0.00	0.50
LYCAIKOWRPUZTN-UHFFFAOYSA-N~P75797	1.00	1.00	1.00	1.00	1.00	1.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~O74036	0.79	1.00	0.79	1.00	0.79	1.00
ISWSIDIOOBJBQZ-UHFFFAOYSA-N~Q93009	0.43	0.33	0.43	0.33	0.43	0.33
GFFGJBXGBJISGV-UHFFFAOYSA-N~P43813	0.38	0.00	0.38	0.00	0.38	0.00
HNPYBPXXPMVWIY-UHFFFAOYSA-N~P06999	0.55	0.75	0.55	0.75	0.55	0.75
XOBKSJJDNFUZPF-UHFFFAOYSA-N~Q9GRZ3	1.00	1.00	1.00	1.00	1.00	1.00
LFQSCWFLJHTTHZ-UHFFFAOYSA-N~Q9GRZ3	1.00	1.00	1.00	1.00	1.00	1.00
LYIIBVSRGJSHAV-UHFFFAOYSA-N~P18188	0.00	1.00	0.00	1.00	0.00	1.00
UZOFELREXGAFOI-UHFFFAOYSA-N~P12931	1.00	0.00	1.00	0.00	1.00	0.00
QFHKFGOUFKUPNX-UHFFFAOYSA-N~Q1PDC7	1.00	0.00	1.00	1.00	1.00	0.33
PZLPHPNLSOFQMW-UHFFFAOYSA-N~Q1PDC7	1.00	1.00	1.00	1.00	1.00	1.00
NZYHOIVONUQSLS-UHFFFAOYSA-N~Q1PDC7	1.00	1.00	1.00	1.00	1.00	1.00
CYZZKTRFOOKUMT-UHFFFAOYSA-N~G4V7G8	0.14	0.33	0.14	0.33	0.14	0.33
PEHVGBZKEYRQSX-UHFFFAOYSA-N~G4V7G8	0.00	0.17	0.64	0.83	0.21	0.40
QTBSBXVTEAMEQO-UHFFFAOYSA-N~Q7TYQ1	1.00	0.00	1.00	1.00	1.00	0.48
KJPRLNWUNMBNBZ-UHFFFAOYSA-N~Q7TYQ1	0.00	0.00	1.00	0.29	0.14	0.06
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q7TYQ1	1.00	0.00	1.00	1.00	1.00	0.71
IQLMNJFYNWPSST-UHFFFAOYSA-N~Q194Q4	0.20	0.25	0.20	0.25	0.20	0.25
YXFVVABEGXRONW-UHFFFAOYSA-N~Q7TYQ1	0.00	0.00	1.00	0.50	0.14	0.05
FFMZJRIUKRMUJN-UHFFFAOYSA-N~Q194Q4	0.20	0.40	0.20	0.40	0.20	0.40
IKHGUXGNUITLKF-UHFFFAOYSA-N~Q194Q4	0.00	0.00	0.00	0.50	0.00	0.28
GFFGJBXGBJISGV-UHFFFAOYSA-N~Q194Q4	0.25	0.50	1.00	1.00	0.48	0.71
WHKXNWSUYDTVJK-UHFFFAOYSA-N~Q9WCD9	0.17	0.40	0.50	0.67	0.29	0.56
DTCCTIQRPGSLPT-UHFFFAOYSA-N~Q7TYQ1	1.00	1.00	1.00	1.00	1.00	1.00
